2026-08-18T15:00:11Z [INFO] Spawning terminal server process...
2026-08-18T15:00:11Z [INFO] Running terminal server...
2026-08-18T15:00:11Z [INFO] Migrating public settings from native store to settings.toml
2026-08-18T15:00:11Z [INFO] Settings file migration complete — migrated 0 settings, 0 failed
2026-08-18T15:00:11Z [INFO] Unable to read user from secure storage: SecureStorageError(NotFound)
2026-08-18T15:00:11Z [WARN] Error loading CA root certificate: failed to read PEM from file: Permission denied (os error 13) at '/etc/pki/tls/certs/sendmail.pem'
2026-08-18T15:00:11Z [WARN] Error loading CA root certificate: failed to read PEM from file: Permission denied (os error 13) at '/etc/pki/tls/certs/sendmail.pem'
2026-08-18T15:00:11Z [INFO] Connecting to SQLite database
2026-08-18T15:00:15Z [WARN] SQLite error 284 (Automatic indexing used - database might benefit from additional indexes): automatic index on object_permissions(subject_type)
2026-08-18T15:00:19Z [INFO] Initializing crash reporting Some("linux_stable_release") with tag "v0.2026.08.12.21.54.stable_00"...
2026-08-18T15:00:19Z [WARN] Error loading CA root certificate: failed to read PEM from file: Permission denied (os error 13) at '/etc/pki/tls/certs/sendmail.pem'
2026-08-18T15:00:19Z [INFO] Starting warp with channel state ChannelState { channel: Stable, additional_features: {}, config: ChannelConfig { app_id: AppId { qualifier: "dev", organization: "warp", application_name: "Warp" }, logfile_name: "warp.log", server_config: WarpServerConfig { server_root_url: "https://app.warp.dev", rtc_server_url: "wss://rtc.app.warp.dev/graphql/v2", session_sharing_server_url: Some("wss://sessions.app.warp.dev"), firebase_auth_api_key: "AIzaSyBdy3O3S9hrdayLJxJ7mriBR4qgUaUygAs", iap_config: None }, oz_config: OzConfig { oz_root_url: "https://oz.warp.dev", workload_audience_url: None }, telemetry_config: Some(TelemetryConfig { telemetry_file_name: "warp.telemetry", rudderstack_config: Some(RudderStackConfig { write_key: "2iyG8S1RaV4XTX6SEypetFSEbLK", root_url: "https://warpianwzlfqdq.dataplane.rudderstack.com", ugc_write_key: "2uBazVfcqYBDYSOHnqSVx45GpTV" }) }), autoupdate_config: Some(AutoupdateConfig { releases_base_url: "https://releases.warp.dev", show_autoupdate_menu_items: true }), crash_reporting_config: Some(CrashReportingConfig { sentry_url: "https://0195a81da0714f55a93ee4624825f9ec@o540343.ingest.sentry.io/5658526" }), mcp_static_config: Some(McpStaticConfig { providers: [McpOAuthProviderConfig { issuer: "https://github.com/login/oauth", client_id: "Ov23lihTVQYPrqSxZi1F", client_secret: "ea776ec101b0fc6cc5db9d5ad2fbf61d18087883", loopback_client: None }] }) } } and version Some("v0.2026.08.12.21.54.stable_00")
2026-08-18T15:00:19Z [INFO] Computing available system fonts
2026-08-18T15:00:19Z [INFO] Start to send telemetry events to RudderStack
2026-08-18T15:00:19Z [INFO] Start to send telemetry events to RudderStack
2026-08-18T15:00:19Z [INFO] Initializing app services
2026-08-18T15:00:19Z [INFO] Converting 0 legacy MCP servers into templatable MCP servers
2026-08-18T15:00:19Z [INFO] Initialized execution profile model with state: Unsynced, file_backed_profiles: false
2026-08-18T15:00:19Z [INFO] Start to send telemetry events to RudderStack
2026-08-18T15:00:19Z [INFO] Daemon bound to /home/iac-666660/.warp/remote-server/2148d9c5/server-175d5b72.sock
2026-08-18T15:00:19Z [INFO] Daemon started: PID=332524, host_id=94bd97f1-f7ca-4555-8907-2a96e8027c50
2026-08-18T15:00:19Z [INFO] Cleaning up index metadata from SQLite
2026-08-18T15:00:19Z [INFO] Daemon: accepted connection 3c782523-aa89-4030-8d42-0982c09db65c
2026-08-18T15:00:19Z [INFO] Daemon: connection 3c782523-aa89-4030-8d42-0982c09db65c registered — 1 active, host_id=94bd97f1-f7ca-4555-8907-2a96e8027c50
2026-08-18T15:00:19Z [INFO] Handling Initialize (request_id=8983d680-1dfa-4559-a045-0fcca03592a9)
2026-08-18T15:00:19Z [INFO] [Remote codebase indexing] Daemon applying codebase index limits: max_indices_allowed=Some(3) max_files_per_repo=5000 embedding_generation_batch_size=100
2026-08-18T15:00:19Z [INFO] Read 8 bundled skills
2026-08-18T15:00:19Z [INFO] Read 13 bundled skills
2026-08-18T15:00:19Z [INFO] Daemon parsed 18 bundled skills
2026-08-18T15:00:19Z [INFO] Handling SessionBootstrapped: session_id=SessionId(3395227063091197167), shell_type="bash", shell_path=Some("/usr/bin/bash")
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=631dcf8d-8e8e-494d-bb1f-fa03d1a7fd82, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=45357add-0fd4-42af-b913-7a79d1c06dc7, session_id=SessionId(3395227063091197167)): command="git --no-optional-locks branch --no-color --sort=-committerdate; printf '\\036\\n'; git --no-optional-locks worktree list --porcelain", cwd=Some("/home/iac-666660")
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=5baab66a-3ff9-41de-9f78-f82509aae26d, session_id=SessionId(3395227063091197167)): command="GIT_OPTIONAL_LOCKS=0 git -c diff.autoRefreshIndex=false diff --shortstat HEAD", cwd=Some("/home/iac-666660")
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=48e10f7d-ecf7-4f2b-a1e6-32f95956c98b, session_id=SessionId(3395227063091197167)): command="kubectl config current-context", cwd=Some("/home/iac-666660")
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=1d6b5f2a-cb1e-46aa-aef4-59b15ebc6cb5, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=52ddfacb-8732-4aa6-a937-5d824d8499e7): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=d4cda62a-029f-4759-9b34-e1a9461d2129): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=6c35dedc-141f-4ccb-8b83-85671e88eec5): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=e6b41a44-b440-423f-8919-e4303701a834): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=631dcf8d-8e8e-494d-bb1f-fa03d1a7fd82): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=d9abf676-5e9c-4e2b-b0fb-84704a3b3408): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=48e10f7d-ecf7-4f2b-a1e6-32f95956c98b): exit_code=Some(ExitCode(127)), stdout_len=0, stderr_len=50
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=1d6b5f2a-cb1e-46aa-aef4-59b15ebc6cb5): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=5baab66a-3ff9-41de-9f78-f82509aae26d): exit_code=Some(ExitCode(129)), stdout_len=0, stderr_len=7365
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=45357add-0fd4-42af-b913-7a79d1c06dc7): exit_code=Some(ExitCode(128)), stdout_len=2, stderr_len=278
2026-08-18T15:00:19Z [WARN] Failed to detect main branch: Git command failed: fatal: not a git repository (or any parent up to mount point /)
Stopping at filesystem boundary (GIT_DISCOVERY_ACROSS_FILESYSTEM not set).
, 
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=b5ca1a44-5063-4585-9c93-d88b53febc4a, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:19Z [INFO] Handling RunCommand (request_id=bc5f98b3-734b-4bb8-8a5f-561cd737a256, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=b5ca1a44-5063-4585-9c93-d88b53febc4a): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:19Z [INFO] RunCommand completed (request_id=bc5f98b3-734b-4bb8-8a5f-561cd737a256): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:21Z [INFO] RunCommand completed (request_id=2c546d04-4c72-4848-b014-a0bd34cac274): exit_code=Some(ExitCode(0)), stdout_len=52950, stderr_len=0
2026-08-18T15:00:21Z [INFO] Handling RunCommand (request_id=95585912-b7f9-4064-8a07-27b395fd41ca, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:21Z [INFO] Handling RunCommand (request_id=f13c2885-7288-47b1-8346-ca763c47710f, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:21Z [INFO] Handling RunCommand (request_id=7631d6eb-83f7-4227-a71a-52980ba9dbff, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:21Z [INFO] Handling RunCommand (request_id=b245f5d6-4c12-4e70-b542-156e0d23e34a, session_id=SessionId(3395227063091197167)): command="git --no-optional-locks branch --no-color --sort=-committerdate; printf '\\036\\n'; git --no-optional-locks worktree list --porcelain", cwd=Some("/home/iac-666660")
2026-08-18T15:00:21Z [INFO] Handling RunCommand (request_id=31af0c6c-24d2-486e-9047-eea6a4f1a4e9, session_id=SessionId(3395227063091197167)): command="GIT_OPTIONAL_LOCKS=0 git -c diff.autoRefreshIndex=false diff --shortstat HEAD", cwd=Some("/home/iac-666660")
2026-08-18T15:00:21Z [INFO] RunCommand completed (request_id=95585912-b7f9-4064-8a07-27b395fd41ca): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:21Z [INFO] RunCommand completed (request_id=f13c2885-7288-47b1-8346-ca763c47710f): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:21Z [INFO] RunCommand completed (request_id=7631d6eb-83f7-4227-a71a-52980ba9dbff): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:21Z [INFO] RunCommand completed (request_id=31af0c6c-24d2-486e-9047-eea6a4f1a4e9): exit_code=Some(ExitCode(129)), stdout_len=0, stderr_len=7365
2026-08-18T15:00:21Z [INFO] RunCommand completed (request_id=b245f5d6-4c12-4e70-b542-156e0d23e34a): exit_code=Some(ExitCode(128)), stdout_len=2, stderr_len=278
2026-08-18T15:00:45Z [INFO] Handling RunCommand (request_id=91ad0850-843c-4db2-9c43-a11b313c31b8, session_id=SessionId(3395227063091197167)): command=" cd /home/iac-666660 &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:45Z [INFO] RunCommand completed (request_id=91ad0850-843c-4db2-9c43-a11b313c31b8): exit_code=Some(ExitCode(0)), stdout_len=116, stderr_len=0
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=f67096ec-4b21-4088-be02-ca1623b7318e, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=ca5bda20-981e-4655-badf-5774416cfae1, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=4f6a3347-5cd8-430e-9280-367c0b88f80a, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=14c5dee3-bffe-4fe1-bc09-fd09fb782bdb, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=678073f1-0e74-46b9-a329-dbde0c64c054, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=2700c5b6-b9cd-4ca0-9569-cbf6b0c01bee, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=d18fb5d6-46b8-4d59-88c4-3dfc72080259, session_id=SessionId(3395227063091197167)): command="git --no-optional-locks branch --no-color --sort=-committerdate; printf '\\036\\n'; git --no-optional-locks worktree list --porcelain", cwd=Some("/home/iac-666660")
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=4a79532e-f06c-4467-8427-eec7126e5a3a, session_id=SessionId(3395227063091197167)): command="GIT_OPTIONAL_LOCKS=0 git -c diff.autoRefreshIndex=false diff --shortstat HEAD", cwd=Some("/home/iac-666660")
2026-08-18T15:00:46Z [INFO] Handling RunCommand (request_id=14a91ed2-64e7-488a-a3c3-843ede09a270, session_id=SessionId(3395227063091197167)): command="git --no-optional-locks branch --no-color", cwd=Some("/home/iac-666660")
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=14c5dee3-bffe-4fe1-bc09-fd09fb782bdb): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=f67096ec-4b21-4088-be02-ca1623b7318e): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=4f6a3347-5cd8-430e-9280-367c0b88f80a): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=ca5bda20-981e-4655-badf-5774416cfae1): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=2700c5b6-b9cd-4ca0-9569-cbf6b0c01bee): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=678073f1-0e74-46b9-a329-dbde0c64c054): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=d18fb5d6-46b8-4d59-88c4-3dfc72080259): exit_code=Some(ExitCode(128)), stdout_len=2, stderr_len=278
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=14a91ed2-64e7-488a-a3c3-843ede09a270): exit_code=Some(ExitCode(128)), stdout_len=0, stderr_len=139
2026-08-18T15:00:46Z [INFO] RunCommand completed (request_id=4a79532e-f06c-4467-8427-eec7126e5a3a): exit_code=Some(ExitCode(129)), stdout_len=0, stderr_len=7365
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=9cc20b0e-7c3e-4bf0-b11b-93b9a296622b, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=55c9bd8e-53fd-4c03-bd58-5b3c13fd2dfa, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=72109d14-806b-4ef7-ac2c-05cdc09992f6, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=17581126-1b55-4693-9883-57ac91e4860e, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=a06d8106-bee1-4d64-a04b-39edf67eb1b7, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=e972e059-932e-47bb-8d01-7e653939e86a, session_id=SessionId(3395227063091197167)): command=" cd /home/umax &&  find -L . -maxdepth 1 -type d -print0 && printf '%b' '\\0' && find -L . -maxdepth 1 -not -type d -print0             ", cwd=None
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=87914fd1-d602-49e2-9e19-9efabd75fdb1, session_id=SessionId(3395227063091197167)): command="git --no-optional-locks branch --no-color --sort=-committerdate; printf '\\036\\n'; git --no-optional-locks worktree list --porcelain", cwd=Some("/home/iac-666660")
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=fd48cfb1-bb25-44b2-933a-b13741e7c20d, session_id=SessionId(3395227063091197167)): command="GIT_OPTIONAL_LOCKS=0 git -c diff.autoRefreshIndex=false diff --shortstat HEAD", cwd=Some("/home/iac-666660")
2026-08-18T15:00:48Z [INFO] Handling RunCommand (request_id=15d06ca7-3bee-49ab-8561-63f472b22874, session_id=SessionId(3395227063091197167)): command="git --no-optional-locks branch --no-color", cwd=Some("/home/iac-666660")
2026-08-18T15:00:48Z [INFO] RunCommand completed (request_id=9cc20b0e-7c3e-4bf0-b11b-93b9a296622b): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:48Z [INFO] RunCommand completed (request_id=55c9bd8e-53fd-4c03-bd58-5b3c13fd2dfa): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
2026-08-18T15:00:48Z [INFO] RunCommand completed (request_id=72109d14-806b-4ef7-ac2c-05cdc09992f6): exit_code=Some(ExitCode(1)), stdout_len=0, stderr_len=65
